,company,description,website,region,year-selected,vertical,sub-vertical,entrepreneurs,fund,financing-round,status,year-invested
818,Softruck,"Softruck develops mobile fleet monitoring solutions across South America, focusing on real-time visibility using AI-enabled software.",https://www.softruck.com,Latin America,2019.0,Smart City,Logistics Tech,"['{""name"": ""Marcelo Lapi Cruz"", ""url"": ""https://www.linkedin.com/in/marcelo-lapi-cruz-6b16b150/""}', '{""name"": ""Andre Bueno"", ""url"": ""https://www.linkedin.com/in/andre-soares-bueno/""}', '{""name"": ""Catalina Prevett Vera"", ""url"": ""https://www.linkedin.com/in/catalina-prevett/""}']",,,,
819,SolarizEgypt,"SolarizEgypt finances, designs, installs, and commissions PV solar power plants for commercial, industrial, and residential electricity consumers.",http://www.solarizegypt.com,Middle East,2016.0,Smart City,Energy,"['{""name"": ""Yaseen Abdel-Ghaffar"", ""url"": ""https://www.linkedin.com/in/rana-alaa-647b8a110/?originalSubdomain=eg""}']",,,,
820,Solinftec,"Solinftec has developed a set of tech-solutions, including proprietary hardware, telemetry communications, and a SaaS platform, that help farmers track and monitor the progress of their operations.",http://www.solinftec.com,Latin America,2019.0,Agriculture,AgTech & Data,"['{""name"": ""Britaldo Hernandez"", ""url"": ""https://www.linkedin.com/in/britaldo-hernandez-00577815a/""}', '{""name"": ""Anselmo Del Toro Arce"", ""url"": ""https://www.linkedin.com/in/anselmo-del-toro-arce-5a842793/""}', '{""name"": ""Rodrigo Iafelice dos Santos"", ""url"": ""https://www.linkedin.com/in/rodrigoiafelicedossantos/""}']",,,,
821,Solubio,"Solubio provides on-farm biological management for farmers, enabling them to produce their own biological pesticides on site and reduce costs.",http://www.solubio.agr.br,Latin America,2020.0,Agriculture,Agricultural Sciences,"['{""name"": ""Alber Guedes"", ""url"": ""https://www.linkedin.com/in/alber-m-guedes-2b26a51a2/""}', '{""name"": ""Maur\\u00edcio Schneider"", ""url"": ""https://www.linkedin.com/in/mauricioschneider/""}']",,,,
822,SonderMind,"SonderMind is a U.S. based mental health platform that gives individuals access to high-quality, in-network therapists, and manages the complexities of therapists’ private practice compliance and billing.",https://sondermind.com/,U.S. & Canada,2020.0,Healthcare,Digital Health and Telehealth,"['{""name"": ""Mark Frank"", ""url"": ""https://www.linkedin.com/in/markdfrank1/""}']",Fund III,Series B,Status: Active,Invested: 2020
823,SosTariffe,"SosTariffe is a price comparison website in Italy across 12 service categories including broadband, utilities and insurance. The company was acquired by Mutuionline in 2020.",https://www.sostariffe.it/,Europe,2019.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""Giuliano Messina"", ""url"": ""https://www.linkedin.com/in/giulianomessina/""}', '{""name"": ""Alberto Mazzetti"", ""url"": ""https://www.linkedin.com/in/albertomazzetti/""}']",,,,
824,Soundreef,Soundreef is the first private European company that collects and distributes music royalties on behalf of artists and publishers.,http://www.soundreef.com/en/,Europe,2017.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Davide d\'Atri"", ""url"": ""https://www.linkedin.com/in/davidedatri/""}']",,,,
825,Souqalmal,"Souqalmal is a financial comparison site, enabling consumers to compare credit cards, personal loans, insurance plans, mortgages, mobile phone plans, and car loans.",https://www.souqalmal.com,Middle East,2016.0,Smart City,Insurance,"['{""name"": ""Ambareen Musa"", ""url"": ""http://www.linkedin.com/pub/ambareen-musa/1/a53/453""}']",Fund II,Series B,Status: Active,Invested: 2017
826,Spira,Grupo Spira is a professional services firm offering tailored employee training programs focused on performance improvement rather than knowledge acquisition.,http://www.grupospira.com/,Latin America,2016.0,Education & Talent,Workforce,"['{""name"": ""Juan Carlos Paris"", ""url"": ""https://www.linkedin.com/in/juancarlosparis/""}']",,,,
827,Spotahome,"Spotahome is a mid- to long-term residential rentals platform using exclusively online viewings, saving tenants and property owners time and money.",https://www.spotahome.com/,Europe,2019.0,Retail & Consumer Tech,Real Estate,"['{""name"": ""Alejandro Artacho"", ""url"": ""https://www.linkedin.com/in/alejandro-artacho-77b78834/""}']",,,,
828,Spotawheel,"Spotawheel is a full-stack e-commerce platform for used cars, offering quality inventory and a transparent customer experience to typically underserved, value-sensitive customers.",https://www.spotawheel.gr/,Europe,2021.0,Retail & Consumer Tech,Auto Marketplaces,"['{""name"": ""Charis Arvanitis"", ""url"": ""https://www.linkedin.com/in/charisarvanitis/?originalSubdomain=gr""}']",,,,
829,Sprout,Sprout Solutions is an HR and Payroll B2B SaaS company focused on addressing nuances in emerging markets.,http://sprout.ph/,Asia,2018.0,Enterprise Software & Services,Human Resource Management,"['{""name"": ""Patrick Gentry"", ""url"": ""https://www.linkedin.com/in/patrickcgentry/""}', '{""name"": ""Alexandria Gentry"", ""url"": ""https://www.linkedin.com/in/alexandria-agbayani-gentry-3656834/""}']",Fund II,Series A,Status: Active,Invested: 2019
830,Squire,Squire is a business management software for barbershops and men’s salons.,https://getsquire.com/,U.S. & Canada,2020.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Songe LaRon"", ""url"": ""https://www.linkedin.com/in/songe/""}', '{""name"": ""Dave Salvant"", ""url"": ""https://www.linkedin.com/in/davesalvant/""}']",Fund III,Series C,Status: Active,Invested: 2020
831,Storm,STORM is a flexible benefits and employee incentives firm. They combine proven HR and organizational philosophies along with cutting-edge workplace solutions.,http://storm.tech/Home/,Asia,2017.0,Enterprise Software & Services,Human Resource Management,"['{""name"": ""Peter Cauton"", ""url"": ""https://www.linkedin.com/in/peter-cauton-23153a/""}']",,,,
832,Streamline Media Group,Streamline Studios is a game developer and leader in premium external development services for the video games industry.,https://www.streamline-studios.com/,Asia,2016.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Alexander Fernandez"", ""url"": ""https://www.linkedin.com/in/alexanderfernandez/""}']",,,,
833,Strong Roots,"Strong Roots offers tasty, plant-based, and environmentally responsible frozen foods designed for busy lives.",http://www.strongroots.com,Europe,2020.0,Food & Beverage,CPG & Consumer Products,"['{""name"": ""Samuel Dennigan"", ""url"": ""https://www.linkedin.com/in/samueldennigan/""}']",,,,
834,SunCulture,SunCulture provides solar-powered drip irrigation systems intended to save water and generate clean electricity in emerging markets.,http://sunculture.com/,Africa,2018.0,Agriculture,AgTech & Data,"['{""name"": ""Samir Ibrahim"", ""url"": ""https://www.linkedin.com/in/samiribrahim/""}']",,,,
835,Swap,"Swap is Mexico’s most-used digital peer-to-peer (P2P) payments platform, as well as a facilitator of mass cash disbursements for business clients.",http://swapme.mx/,Latin America,2019.0,Fintech,Payments,"['{""name"": ""Jeronimo Gonzalez"", ""url"": ""https://www.linkedin.com/in/jeronimog/""}', '{""name"": ""Bruno Ramos"", ""url"": ""https://www.linkedin.com/in/brunoramosberho/""}']",,,,
836,SweepSouth,"SweepSouth is a platform that connects consumers to on-demand home cleaning, gardening, moving and maintenance services with verified providers.",https://sweepsouth.com/,Africa,2017.0,Retail & Consumer Tech,Services & Task Platforms,[],,,,
837,Sweetwater Energy,"Sweetwater Energy has developed world-leading biomass refining technology which can efficiently extract highly valuablee, renewable resources from biomass to help meet the world’s increasing bioenergy and biochemical needs.",https://www.sweetwater.us/,U.S. & Canada,2020.0,Smart City,Equipment & Machinery,"['{""name"": ""Arunas Chesonis"", ""url"": ""https://www.linkedin.com/in/arunaschesonis/""}', '{""name"": ""Algimantas (Al) Chesonis"", ""url"": ""https://www.linkedin.com/in/al-chesonis-a29547/""}', '{""name"": ""Jack Baron"", ""url"": ""https://www.linkedin.com/in/jack-baron-497394/""}', '{""name"": ""Scott Tudman"", ""url"": ""https://www.linkedin.com/in/scott-tudman-a2728515/""}']",,,,
838,SwipeRx (formerly mClinica),"SwipeRx, formerly mClinica, is the is the largest network of pharmacies in southeast Asia connecting over 235,000 pharmacy professionals from 45,000 pharmacies.",https://www.swiperxapp.com/,Asia,2016.0,Healthcare,Digital Health and Telehealth,"['{""name"": ""Farouk Merali"", ""url"": ""https://www.linkedin.com/in/faroukmeralli/""}']",Fund I,Series A,Status: Active,Invested: 2017
839,Switcher Studio,"Switcher Studio is a video creation application that helps businesses capture videos from multiple camera angles and edit them in real time, enabling the companies to share their message to the world more effectively.",https://switcherstudio.com/en/,U.S. & Canada,2019.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Nick Mattingly"", ""url"": ""https://www.linkedin.com/in/nickmattingly/""}']",,,,
840,Symend,"Symend helps enterprise clients design, execute and optimize digital customer engagement campaigns. Its no-code turn-key solution solves the tricky churn problem that plagues mature markets like cellular subscribers, & more.",https://symend.com/,U.S. & Canada,2022.0,Enterprise Software & Services,Customer Relationship Management,"['{""name"": ""Tiffany Kaminsky"", ""url"": ""https://www.linkedin.com/in/tiffanykaminsky/""}', '{""name"": ""Hanif Joshaghani"", ""url"": ""https://www.linkedin.com/in/hanif-joshaghani/?originalSubdomain=ca""}']",,,,
841,Synergy Efficiency Solutions,Synergy Efficiency Solutions (SES) designs sustainable and energy efficient green buildings and retrofits old inefficient buildings in SEA.,https://synergy.id/,Asia,2016.0,Smart City,Energy,"['{""name"": ""Steven Piro"", ""url"": ""https://www.linkedin.com/in/stevenpiro/""}', '{""name"": ""Cowan Finch"", ""url"": ""https://www.linkedin.com/in/cowan-finch/""}']",,,,
842,T.A. Telecom,"Harnessing the power of big data, TA Telecom builds mobile content platforms, apps, and analytic tools that drive revenue.",http://www.tatelecom.com,Middle East,,Enterprise Software & Services,Cloud Infrastructure & IT,"['{""name"": ""Cherif Radi"", ""url"": ""https://www.linkedin.com/in/sherifradi/?originalSubdomain=eg""}']",,,,
843,TADA,"TADA provides an end-to-end customer retention platform for businesses to accelerate growth, improve sustainability, and maximize Customer Lifetime Value.",https://usetada.com/,Asia,2014.0,Enterprise Software & Services,Customer Relationship Management,"['{""name"": ""Antonius Taufan"", ""url"": ""https://www.linkedin.com/in/aftaufan/""}']",,,,
844,TECSAÚDE,TECSAÚDE delivers quick and efficient clinical engineering solutions to hospitals.,http://www.tecsaude.com.br/,Latin America,2012.0,Healthcare,Healthcare Services,"['{""name"": ""Zeev Katz"", ""url"": ""https://www.linkedin.com/in/zeevkatz/""}', '{""name"": ""Iliane Alencar"", ""url"": ""https://www.linkedin.com/in/iliane-alencar-68248131/""}', '{""name"": ""S\\u00e9rgio Lomachinsky"", ""url"": ""https://www.linkedin.com/in/sergio-lomachinsky-5586241a7/""}']",,,,
845,TISSINI,TISSINI is a single-level direct sales company that seeks to develop close relationships with its client base and support them through their sales process.,https://www.tissini.com,U.S. & Canada,2019.0,Retail & Consumer Tech,Consumer Marketplaces,"['{""name"": ""Sion Tesone"", ""url"": ""https://www.linkedin.com/in/sion-tesone-a76b5032/""}']",,,,
846,TPaga,Tpaga is a mobile wallet for unbanked consumers in Latin America.,https://tpaga.co/,Latin America,2017.0,Fintech,Payments,"['{""name"": ""Juan Salcedo"", ""url"": ""https://www.linkedin.com/in/juansalcedo/""}', '{""name"": ""Andres Gutierrez"", ""url"": ""https://www.linkedin.com/in/andres-gutierrez-8516588/""}']",,,,
847,TUL,Tul provides small hardware stores an end-to-end platform that aims to digitize and solve inefficiencies in the supply chain of the construction industry in Latin America.,https://tul.com.co,Latin America,2021.0,Smart City,Clean Tech & Infrastructure,"['{""name"": ""Enrique Villamarin Lafaurie"", ""url"": ""https://www.linkedin.com/in/enriquevillamarinlafaurie/""}', '{""name"": ""Juan Carlos Narvaez"", ""url"": ""https://www.linkedin.com/in/juancarlosnarvaez/""}', '{""name"": ""Nicolas Villegas"", ""url"": ""https://www.linkedin.com/in/nivito/""}']",Fund III,Series B,Status: Active,Invested: 2021
848,Tabby,Tabby is the first licensed FinTech company to provide a Buy Now Pay Later (BNPL) solution across the GCC.,https://tabby.ai/,Middle East,2022.0,Fintech,Payments,"['{""name"": ""Hosam Arab"", ""url"": ""https://www.linkedin.com/in/hosam/""}', '{""name"": ""Daniil Barkalov"", ""url"": ""https://www.linkedin.com/in/daniil-barkalov-22470816/""}']",,,,
849,Talent Garden,Talent Garden is the largest European network of coworking spaces specializing in digital media companies.,http://www.talentgarden.org/,Europe,2016.0,Education & Talent,Co-Working,"['{""name"": ""Davide Dattoli"", ""url"": ""https://www.linkedin.com/in/davidedattoli/""}']",Fund I,Series A,Status: Active,Invested: 2016
850,TalentS,"TalentS is an educational platform designed to create a passion for science, technology, math and engineering in young minds.",http://www.talentskca.com,Middle East,2013.0,Education & Talent,K-12,"['{""name"": ""Saeed Saeed"", ""url"": ""https://www.linkedin.com/in/saeedsaeed/?originalSubdomain=sa""}', '{""name"": ""Amr AlMadani"", ""url"": ""https://www.linkedin.com/in/amralmadani/""}']",,,,
851,Tamatem,"Tamatem is the leading mobile games publisher in the Arabic speaking market, partnering with international game developers to localize and make their games culturally relevant for the Arab gamer.",https://tamatem.co,Middle East,2021.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Hussam Hammo"", ""url"": ""https://www.linkedin.com/in/hammo/""}', '{""name"": ""Eyad Al Basheer"", ""url"": ""https://www.linkedin.com/in/eyadbasheer/""}']",Fund III,Series B,Status: Active,Invested: 2021
